GEO_ID,NAME,B01003_001E
1600000US5560500,"Oshkosh city, Wisconsin",67010
1600000US0686972,"Yuba City city, California",67009
1600000US4875428,"Victoria city, Texas",66920
1600000US4863572,"Rowlett city, Texas",66805
1600000US0611390,"Carmichael CDP, California",66800
1600000US0660018,"Redondo Beach city, California",66757
1600000US2756896,"St. Cloud city, Minnesota",66741
1600000US1270675,"Tamarac city, Florida",66712
1600000US5114440,"Centreville CDP, Virginia",66457
1600000US0639248,"Laguna Niguel city, California",66384
1600000US2717288,"Eagan city, Minnesota",66376
1600000US2239475,"Kenner city, Louisiana",66355
1600000US1901855,"Ames city, Iowa",66258
1600000US0103076,"Auburn city, Alabama",66254
1600000US2360545,"Portland city, Maine",66218
1600000US5365922,"South Hill CDP, Washington",66020
1600000US1258350,"Port Charlotte CDP, Florida",65951
1600000US0550450,"North Little Rock city, Arkansas",65899
1600000US5361115,"Sammamish city, Washington",65880
1600000US0645022,"Madera city, California",65859
1600000US2064500,"Shawnee city, Kansas",65810
1600000US1235875,"Jupiter town, Florida",65797
1600000US1271569,"The Hammocks CDP, Florida",65765
1600000US1217935,"Doral city, Florida",65746
1600000US2706382,"Blaine city, Minnesota",65612
1600000US0680644,"Tulare city, California",65508
1600000US3988000,"Youngstown city, Ohio",65479
1600000US1275812,"Wellington village, Florida",65389
1600000US0655282,"Palo Alto city, California",65365
1600000US3665508,"Schenectady city, New York",65272
1600000US4857176,"Pflugerville city, Texas",65124
1600000US4832372,"Harlingen city, Texas",65033
1600000US3403580,"Bayonne city, New Jersey",64903
1600000US0669112,"Santa Cruz city, California",64605
1600000US0665084,"San Clemente city, California",64562
1600000US3419390,"East Orange city, New Jersey",64357
1600000US3944856,"Lorain city, Ohio",63866
1600000US1854180,"Noblesville city, Indiana",63325
1600000US1770122,"Skokie village, Illinois",62691
1600000US7232522,"Guaynabo zona urbana, Puerto Rico",62550
1600000US1275875,"Wesley Chapel CDP, Florida",62516
1600000US3608026,"Brentwood CDP, New York",61930
